record_id,year,month,quarter,country,area_type,ev_brand,ev_model,ev_type,vehicle_segment,buyer_type,price_usd,government_incentive_type,incentive_amount_usd,effective_price_usd,range_km,battery_capacity_kwh,primary_charging_type,charging_time_hours,charging_station_access,annual_mileage_km,electricity_cost_per_km_usd,co2_savings_kg_per_year,resale_value_pct_3yr,adas_level,adoption_reason,previous_vehicle_type,top_concern_before_buying,customer_gender,customer_age_group,customer_satisfaction,would_recommend
EV0008044,2021,3,Q1,UK,Suburban,Tesla,Model S,Plug-in Hybrid (PHEV),Sedan,Fleet/Corporate,42605,Direct Subsidy,3495,39110,77,19.4,Home Charging,10.0,Average,20843,0.075,1987,60.7,Level 2+,Performance,Diesel ICE,Charging Infrastructure,Male,25-34,Very Satisfied,Maybe
EV0008045,2023,1,Q1,UK,Rural,Tesla,Model X,Plug-in Hybrid (PHEV),Sedan,Government,45245,Direct Subsidy,3736,41509,97,11.4,Public AC Charging,5.5,Excellent,22537,0.099,720,48.9,Level 2,Government Incentive,First Vehicle,Range Anxiety,Female,35-44,Dissatisfied,Yes
EV0008046,2023,10,Q4,India,Urban,Kia,Niro EV,Plug-in Hybrid (PHEV),Van/MPV,Individual,37396,None,0,37396,89,15.7,Home Charging,7.3,Average,16174,0.05,1646,51.3,Level 2+,Lower Running Cost,Petrol/Gasoline ICE,Charging Infrastructure,Male,55-64,Very Satisfied,Yes
EV0008047,2023,12,Q4,Italy,Urban,Rivian,R1S,Hybrid Electric (HEV),Sedan,Individual,63395,None,0,63395,41,2.5,DC Fast Charging,1.2,Excellent,13462,0.087,527,73.8,Level 0,Lower Running Cost,Petrol/Gasoline ICE,Charging Infrastructure,Prefer not to say,25-34,Very Satisfied,No
EV0008048,2023,6,Q2,Norway,Urban,Tesla,Model S,Battery Electric Vehicle (BEV),Pickup Truck,Individual,54470,Tax Credit,4940,49530,774,50.5,Supercharger Network,0.2,Very Poor,31453,0.083,1883,76.5,Level 3,Government Incentive,Petrol/Gasoline ICE,Battery Life,Male,35-44,Neutral,Yes
EV0008049,2024,8,Q3,Australia,Urban,Hyundai,IONIQ 5,Battery Electric Vehicle (BEV),Hatchback,Individual,31172,Direct Subsidy,13790,17382,262,61.8,Home Charging,11.2,Poor,25061,0.049,1729,57.2,Level 3,Lower Running Cost,Petrol/Gasoline ICE,None/No Concern,Prefer not to say,35-44,Satisfied,Yes
EV0008050,2021,2,Q1,Canada,Urban,Kia,EV9,Plug-in Hybrid (PHEV),SUV,Individual,46760,Free Charging,2329,44431,89,20.1,Home Charging,10.9,Good,17164,0.091,1293,56.4,Level 2+,Performance,Petrol/Gasoline ICE,Range Anxiety,Male,25-34,Very Satisfied,Yes
EV0008051,2022,9,Q3,UK,Urban,Hyundai,IONIQ 6,Battery Electric Vehicle (BEV),Hatchback,Rental Company,35577,None,0,35577,487,104.1,DC Fast Charging,1.4,Poor,12274,0.094,2325,55.8,Level 2+,Environmental Concern,Diesel ICE,High Price,Male,45-54,Satisfied,Yes
EV0008052,2024,5,Q2,Netherlands,Suburban,Tesla,Model X,Battery Electric Vehicle (BEV),Sedan,Rideshare/Taxi,39630,Direct Subsidy,10573,29057,681,96.5,Public AC Charging,4.2,Average,8832,0.074,3039,52.3,Level 3,Environmental Concern,Petrol/Gasoline ICE,Battery Life,Male,25-34,Very Satisfied,Maybe
EV0008053,2020,7,Q3,India,Suburban,Volvo,XC40 Recharge,Hybrid Electric (HEV),Sedan,Individual,52478,None,0,52478,30,5.8,Supercharger Network,0.5,Good,26201,0.076,544,78.4,Level 2+,Lower Running Cost,Hybrid,Range Anxiety,Male,45-54,Satisfied,No
EV0008054,2021,5,Q2,USA,Urban,Chevrolet,Bolt EV,Battery Electric Vehicle (BEV),Pickup Truck,Fleet/Corporate,42961,Direct Subsidy,4649,38312,383,95.7,Public AC Charging,4.1,Good,5744,0.064,3641,68.0,Level 2,Government Incentive,Petrol/Gasoline ICE,Range Anxiety,Female,35-44,Very Satisfied,No
EV0008055,2023,6,Q2,Spain,Urban,Audi,Q4 e-tron,Battery Electric Vehicle (BEV),SUV,Fleet/Corporate,68390,None,0,68390,589,106.4,Supercharger Network,1.0,Poor,11237,0.028,3589,47.3,Level 2,Corporate Policy,Petrol/Gasoline ICE,Battery Life,Female,18-24,Satisfied,Maybe
EV0008056,2024,1,Q1,Pakistan,Urban,Volkswagen,ID.6,Plug-in Hybrid (PHEV),Van/MPV,Fleet/Corporate,37068,Direct Subsidy,6193,30875,46,15.6,Home Charging,10.6,Average,19020,0.116,1315,68.6,Level 2,Government Incentive,Petrol/Gasoline ICE,Charging Infrastructure,Male,65+,Neutral,Yes
EV0008057,2023,11,Q4,UAE,Rural,Polestar,Polestar 2,Battery Electric Vehicle (BEV),Hatchback,Rideshare/Taxi,40933,Reduced Registration Fee,2157,38776,346,71.5,Public AC Charging,4.4,Average,14280,0.04,2096,54.6,Level 2,Environmental Concern,First Vehicle,Battery Life,Male,45-54,Satisfied,Yes
EV0008058,2022,6,Q2,USA,Rural,BYD,Tang,Hybrid Electric (HEV),Van/MPV,Individual,27443,Free Charging,2570,24873,23,7.4,Public AC Charging,5.8,Excellent,20856,0.051,412,60.9,Level 2,Environmental Concern,Diesel ICE,Range Anxiety,Female,35-44,Very Satisfied,No
EV0008059,2024,7,Q3,USA,Urban,NIO,ET7,Battery Electric Vehicle (BEV),Sedan,Individual,42035,Reduced Registration Fee,2505,39530,473,51.9,Home Charging,12.0,Average,18243,0.072,2460,64.4,Level 3,Environmental Concern,Another EV,Battery Life,Male,35-44,Very Satisfied,Yes
EV0008060,2024,4,Q2,Pakistan,Urban,Hyundai,Kona Electric,Hybrid Electric (HEV),Hatchback,Fleet/Corporate,29322,Reduced Registration Fee,561,28761,43,7.0,Home Charging,6.2,Poor,14626,0.045,635,74.2,Level 2+,Lower Running Cost,Petrol/Gasoline ICE,Battery Life,Male,35-44,Dissatisfied,Yes
EV0008061,2022,4,Q2,South Korea,Rural,Tesla,Model 3,Plug-in Hybrid (PHEV),SUV,Individual,50475,None,0,50475,64,18.1,DC Fast Charging,0.6,Excellent,27563,0.075,1705,54.6,Level 2+,Environmental Concern,Diesel ICE,High Price,Female,35-44,Satisfied,No
EV0008062,2023,4,Q2,Germany,Suburban,Mercedes-Benz,EQS,Plug-in Hybrid (PHEV),SUV,Fleet/Corporate,84441,Tax Credit,6910,77531,115,13.7,Supercharger Network,0.8,Average,14299,0.045,1556,66.9,Level 2,Lower Running Cost,Diesel ICE,High Price,Male,35-44,Satisfied,Yes
EV0008063,2022,11,Q4,France,Urban,Tata Motors,Nexon EV,Plug-in Hybrid (PHEV),Sedan,Individual,18141,Free Charging,2535,15606,69,17.0,Public AC Charging,4.0,Poor,20310,0.048,773,68.9,Level 3,Government Incentive,First Vehicle,Battery Life,Male,25-34,Very Satisfied,Yes
EV0008064,2024,2,Q1,Brazil,Urban,Tesla,Cybertruck,Plug-in Hybrid (PHEV),Sports Car,Individual,52629,None,0,52629,86,11.3,Workplace Charging,7.3,Poor,9716,0.028,1910,74.6,Level 1,Lower Running Cost,Petrol/Gasoline ICE,Resale Value,Male,45-54,Satisfied,Yes
EV0008065,2021,7,Q3,Norway,Suburban,Stellantis,Opel Mokka-e,Battery Electric Vehicle (BEV),Hatchback,Individual,23281,Tax Credit,2719,20562,563,60.7,Home Charging,6.0,Good,34501,0.094,1972,71.9,Level 3,Environmental Concern,Petrol/Gasoline ICE,Range Anxiety,Prefer not to say,45-54,Very Satisfied,Yes
EV0008066,2021,2,Q1,France,Rural,Polestar,Polestar 2,Battery Electric Vehicle (BEV),Pickup Truck,Fleet/Corporate,63891,None,0,63891,569,115.6,Home Charging,9.2,Average,30255,0.073,3383,55.6,Level 2+,Environmental Concern,Another EV,Charging Time,Male,35-44,Satisfied,Yes
EV0008067,2022,6,Q2,China,Urban,Chevrolet,Silverado EV,Battery Electric Vehicle (BEV),SUV,Fleet/Corporate,36106,Multiple Incentives,13991,22115,446,77.5,Public AC Charging,3.0,Excellent,36733,0.057,3580,56.7,Level 2+,Government Incentive,Petrol/Gasoline ICE,Battery Life,Male,18-24,Satisfied,No
EV0008068,2020,9,Q3,India,Suburban,Chevrolet,Bolt EUV,Plug-in Hybrid (PHEV),SUV,Rideshare/Taxi,39188,Tax Credit,5640,33548,45,17.2,Home Charging,8.6,Very Poor,17781,0.054,1298,52.9,Level 2,Environmental Concern,Hybrid,High Price,Female,25-34,Satisfied,Yes
EV0008069,2023,3,Q1,Norway,Rural,BMW,i4,Hybrid Electric (HEV),SUV,Individual,70807,Tax Credit,5788,65019,21,2.5,DC Fast Charging,0.5,Excellent,22356,0.043,511,73.7,Level 1,Environmental Concern,Another EV,Battery Life,Male,45-54,Dissatisfied,Maybe
EV0008070,2023,8,Q3,France,Urban,BYD,Dolphin,Battery Electric Vehicle (BEV),Sedan,Individual,24265,Reduced Registration Fee,2414,21851,362,70.5,Public AC Charging,4.2,Good,16539,0.082,2187,52.9,Level 3,Environmental Concern,Petrol/Gasoline ICE,Battery Life,Female,35-44,Satisfied,Yes
EV0008071,2024,11,Q4,Germany,Rural,Volkswagen,ID.6,Battery Electric Vehicle (BEV),Hatchback,Fleet/Corporate,26383,Direct Subsidy,9224,17159,582,54.6,DC Fast Charging,0.6,Poor,14353,0.077,4114,64.5,Level 2,Environmental Concern,Petrol/Gasoline ICE,Charging Infrastructure,Male,25-34,Very Satisfied,Yes
EV0008072,2024,10,Q4,India,Rural,Audi,e-tron GT,Hybrid Electric (HEV),Sedan,Fleet/Corporate,64994,Multiple Incentives,8118,56876,25,5.8,Supercharger Network,0.7,Average,14414,0.036,425,56.8,Level 3,Government Incentive,Another EV,Resale Value,Male,25-34,Very Satisfied,Yes
EV0008073,2024,3,Q1,USA,Rural,Hyundai,Kona Electric,Plug-in Hybrid (PHEV),SUV,Individual,44519,Free Charging,2995,41524,88,18.7,Workplace Charging,6.8,Good,21302,0.096,909,46.3,Level 0,Lower Running Cost,Petrol/Gasoline ICE,High Price,Male,45-54,Neutral,Yes
EV0008074,2022,6,Q2,Brazil,Urban,BYD,Seal,Plug-in Hybrid (PHEV),Sedan,Fleet/Corporate,26986,Tax Credit,2675,24311,49,13.0,Workplace Charging,5.9,Average,15651,0.08,1743,76.8,Level 3,Environmental Concern,Diesel ICE,Charging Infrastructure,Male,65+,Satisfied,Yes
EV0008075,2024,8,Q3,China,Suburban,Mercedes-Benz,EQB,Plug-in Hybrid (PHEV),Sedan,Individual,74888,None,0,74888,85,17.2,Public AC Charging,3.8,Poor,15825,0.07,521,55.8,Level 3,Technology Appeal,First Vehicle,Resale Value,Prefer not to say,45-54,Very Satisfied,Yes
EV0008076,2023,5,Q2,USA,Rural,Tesla,Cybertruck,Battery Electric Vehicle (BEV),Hatchback,Individual,32148,None,0,32148,736,64.4,DC Fast Charging,1.3,Average,23366,0.083,2760,47.6,Level 2+,Environmental Concern,First Vehicle,Range Anxiety,Female,25-34,Dissatisfied,Yes
EV0008077,2023,8,Q3,China,Suburban,Tesla,Model S,Hybrid Electric (HEV),Pickup Truck,Fleet/Corporate,52325,Reduced Registration Fee,514,51811,37,6.9,Home Charging,8.7,Poor,5599,0.066,518,52.3,Level 2,Government Incentive,First Vehicle,Resale Value,Prefer not to say,18-24,Dissatisfied,Yes
EV0008078,2023,11,Q4,Austria,Suburban,Tesla,Model X,Battery Electric Vehicle (BEV),Sedan,Government,39658,Multiple Incentives,12182,27476,451,116.5,Supercharger Network,0.3,Very Poor,16763,0.077,2972,55.4,Level 2,Lower Running Cost,Diesel ICE,Charging Infrastructure,Male,35-44,Very Satisfied,Yes
EV0008079,2023,4,Q2,Germany,Suburban,MG Motor,MG 5,Battery Electric Vehicle (BEV),SUV,Rideshare/Taxi,28421,Free Charging,1117,27304,332,79.0,Workplace Charging,5.7,Very Poor,14884,0.118,2457,47.2,Level 2+,Technology Appeal,Another EV,Resale Value,Female,55-64,Satisfied,Yes
EV0008080,2023,8,Q3,Pakistan,Urban,Tesla,Model S,Plug-in Hybrid (PHEV),SUV,Government,46509,Tax Credit,6455,40054,52,17.3,DC Fast Charging,0.7,Very Poor,16346,0.047,1406,63.8,Level 2+,Environmental Concern,Petrol/Gasoline ICE,Range Anxiety,Male,45-54,Very Satisfied,No
EV0008081,2021,1,Q1,China,Urban,Nissan,Ariya,Plug-in Hybrid (PHEV),Sports Car,Fleet/Corporate,40133,Tax Credit,3595,36538,103,22.5,Home Charging,8.9,Excellent,18909,0.114,752,54.6,Level 2+,Technology Appeal,Petrol/Gasoline ICE,None/No Concern,Male,35-44,Neutral,Maybe
EV0008082,2024,7,Q3,China,Urban,Volkswagen,ID.4,Battery Electric Vehicle (BEV),SUV,Individual,42243,Reduced Registration Fee,1393,40850,319,118.4,Workplace Charging,5.6,Good,12869,0.039,1882,59.5,Level 2,Lower Running Cost,Petrol/Gasoline ICE,Resale Value,Male,18-24,Neutral,No
EV0008083,2022,12,Q4,UK,Suburban,Tesla,Model S,Battery Electric Vehicle (BEV),Luxury,Individual,74035,Free Charging,933,73102,706,44.4,Home Charging,10.2,Average,14371,0.099,3166,79.4,Level 2,Environmental Concern,Diesel ICE,Range Anxiety,Female,45-54,Satisfied,Yes
EV0008084,2022,6,Q2,Japan,Rural,BMW,iX,Plug-in Hybrid (PHEV),SUV,Individual,68974,Tax Credit,3724,65250,68,19.9,Home Charging,11.3,Average,12393,0.112,1170,58.0,Level 2,Lower Running Cost,Petrol/Gasoline ICE,Battery Life,Female,35-44,Satisfied,Yes
EV0008085,2024,11,Q4,China,Suburban,Nissan,Leaf,Battery Electric Vehicle (BEV),Hatchback,Fleet/Corporate,22335,None,0,22335,573,103.6,Supercharger Network,0.4,Excellent,28937,0.078,1536,59.7,Level 2+,Government Incentive,Diesel ICE,High Price,Prefer not to say,35-44,Dissatisfied,No
EV0008086,2023,5,Q2,USA,Urban,BYD,Han,Battery Electric Vehicle (BEV),SUV,Rental Company,29289,Direct Subsidy,6396,22893,602,96.0,Public AC Charging,4.9,Excellent,13072,0.08,4317,65.1,Level 2+,Environmental Concern,Diesel ICE,High Price,Male,35-44,Neutral,Yes
EV0008087,2020,6,Q2,Germany,Suburban,Audi,e-tron GT,Plug-in Hybrid (PHEV),Sedan,Individual,64218,Free Charging,1150,63068,81,17.0,Home Charging,7.5,Poor,24424,0.074,1479,76.3,Level 1,Lower Running Cost,Petrol/Gasoline ICE,Range Anxiety,Female,25-34,Satisfied,Yes
EV0008088,2023,4,Q2,India,Urban,BYD,Seal,Plug-in Hybrid (PHEV),Hatchback,Individual,21779,Direct Subsidy,7141,14638,65,13.8,DC Fast Charging,0.4,Good,15227,0.058,1825,66.4,Level 2,Technology Appeal,Hybrid,Charging Time,Prefer not to say,25-34,Satisfied,Maybe
EV0008089,2022,7,Q3,Canada,Suburban,Audi,e-tron,Battery Electric Vehicle (BEV),Sports Car,Government,81956,None,0,81956,271,101.2,Home Charging,9.0,Average,24439,0.093,4379,53.0,Level 2+,Environmental Concern,Another EV,Charging Infrastructure,Female,65+,Very Dissatisfied,Maybe
EV0008090,2022,3,Q1,Sweden,Suburban,Mercedes-Benz,EQS,Plug-in Hybrid (PHEV),Hatchback,Fleet/Corporate,60948,Tax Credit,5798,55150,119,11.6,Public AC Charging,4.0,Good,10324,0.116,698,55.4,Level 2,Government Incentive,Petrol/Gasoline ICE,High Price,Male,45-54,Very Satisfied,Maybe
EV0008091,2023,1,Q1,UK,Suburban,Tesla,Model X,Plug-in Hybrid (PHEV),Pickup Truck,Fleet/Corporate,50141,None,0,50141,40,13.6,Supercharger Network,0.5,Average,48178,0.112,1151,50.0,Level 2+,Technology Appeal,Petrol/Gasoline ICE,Battery Life,Male,35-44,Satisfied,No
EV0008092,2023,10,Q4,Australia,Urban,Mercedes-Benz,EQB,Plug-in Hybrid (PHEV),SUV,Rideshare/Taxi,85699,Tax Credit,6580,79119,79,20.4,Public AC Charging,4.8,Average,9250,0.091,1556,48.4,Level 2+,Lower Running Cost,Petrol/Gasoline ICE,Charging Infrastructure,Male,35-44,Satisfied,Yes
EV0008093,2020,3,Q1,USA,Rural,Mercedes-Benz,EQA,Hybrid Electric (HEV),Sedan,Individual,77085,None,0,77085,40,2.6,DC Fast Charging,0.4,Good,17801,0.078,563,56.6,Level 2,Environmental Concern,Diesel ICE,Range Anxiety,Male,35-44,Satisfied,Yes
EV0008094,2023,6,Q2,USA,Rural,Tesla,Model Y,Battery Electric Vehicle (BEV),Sedan,Rideshare/Taxi,45104,None,0,45104,741,57.8,Public AC Charging,5.7,Excellent,15701,0.059,2452,70.2,Level 3,Technology Appeal,Another EV,High Price,Male,25-34,Neutral,Yes
EV0008095,2023,11,Q4,India,Urban,Mercedes-Benz,EQB,Plug-in Hybrid (PHEV),Sedan,Fleet/Corporate,78262,None,0,78262,82,15.7,Workplace Charging,4.7,Average,6143,0.036,1828,60.1,Level 1,Lower Running Cost,Petrol/Gasoline ICE,Battery Life,Prefer not to say,25-34,Very Satisfied,Yes
EV0008096,2024,4,Q2,China,Urban,Volkswagen,ID.Buzz,Battery Electric Vehicle (BEV),Pickup Truck,Fleet/Corporate,43692,None,0,43692,559,86.3,DC Fast Charging,0.4,Very Poor,28081,0.039,4070,60.6,Level 2,Corporate Policy,Petrol/Gasoline ICE,Range Anxiety,Female,18-24,Very Satisfied,Yes
EV0008097,2023,11,Q4,Norway,Rural,Chevrolet,Silverado EV,Plug-in Hybrid (PHEV),SUV,Individual,38491,Tax Credit,6033,32458,118,15.5,Workplace Charging,4.2,Good,18247,0.021,1609,70.7,Level 2,Environmental Concern,First Vehicle,Resale Value,Male,25-34,Satisfied,Yes
EV0008098,2023,4,Q2,Norway,Urban,Nissan,Ariya,Hybrid Electric (HEV),Pickup Truck,Individual,36929,Multiple Incentives,9831,27098,57,3.4,Home Charging,10.7,Average,28949,0.042,362,60.0,Level 2+,Government Incentive,Petrol/Gasoline ICE,High Price,Female,45-54,Satisfied,Yes
EV0008099,2020,3,Q1,Italy,Urban,Audi,Q4 e-tron,Hybrid Electric (HEV),SUV,Individual,75570,None,0,75570,36,4.2,Home Charging,10.2,Good,14821,0.076,630,58.1,Level 1,Brand Image,Petrol/Gasoline ICE,Range Anxiety,Male,35-44,Satisfied,Yes
EV0008100,2021,3,Q1,UAE,Urban,Hyundai,IONIQ 6,Plug-in Hybrid (PHEV),SUV,Fleet/Corporate,49043,Tax Credit,5365,43678,119,8.9,Supercharger Network,0.4,Good,9362,0.023,1596,65.9,Level 2+,Brand Image,Petrol/Gasoline ICE,High Price,Female,35-44,Very Satisfied,Yes
EV0008101,2024,11,Q4,USA,Suburban,Tata Motors,Nexon EV,Plug-in Hybrid (PHEV),Van/MPV,Individual,17446,Multiple Incentives,8083,9363,68,10.3,DC Fast Charging,1.4,Good,38601,0.037,1065,49.0,Level 2,Lower Running Cost,Diesel ICE,Battery Life,Male,25-34,Satisfied,Yes
EV0008102,2021,5,Q2,Pakistan,Suburban,BYD,Tang,Battery Electric Vehicle (BEV),SUV,Individual,30928,Direct Subsidy,8712,22216,364,76.6,Home Charging,8.1,Good,66828,0.108,1744,45.7,Level 0,Corporate Policy,Another EV,Resale Value,Female,45-54,Satisfied,Yes
EV0008103,2024,3,Q1,India,Urban,Polestar,Polestar 2,Plug-in Hybrid (PHEV),SUV,Individual,56079,None,0,56079,63,15.1,Workplace Charging,4.3,Good,25524,0.077,1468,45.3,Level 1,Lower Running Cost,Diesel ICE,High Price,Female,35-44,Satisfied,Maybe
EV0008104,2022,2,Q1,Australia,Suburban,Chevrolet,Silverado EV,Plug-in Hybrid (PHEV),Hatchback,Fleet/Corporate,28209,Direct Subsidy,6927,21282,107,24.8,Public AC Charging,5.8,Good,16415,0.027,808,54.7,Level 3,Performance,Diesel ICE,Charging Infrastructure,Male,35-44,Very Satisfied,No
EV0008105,2024,2,Q1,Norway,Suburban,Tesla,Cybertruck,Battery Electric Vehicle (BEV),Pickup Truck,Individual,53109,Direct Subsidy,13392,39717,660,101.9,Public AC Charging,4.4,Good,16916,0.066,3635,70.5,Level 1,Government Incentive,Diesel ICE,High Price,Male,18-24,Satisfied,Maybe
EV0008106,2023,8,Q3,UAE,Urban,Tesla,Model 3,Plug-in Hybrid (PHEV),Van/MPV,Rental Company,44818,Multiple Incentives,18324,26494,78,9.9,Public AC Charging,2.2,Good,17171,0.024,1111,63.2,Level 1,Environmental Concern,Petrol/Gasoline ICE,Charging Infrastructure,Female,35-44,Satisfied,Yes
EV0008107,2022,6,Q2,Canada,Urban,Tesla,Model X,Plug-in Hybrid (PHEV),Sedan,Individual,45036,Tax Credit,2730,42306,85,11.2,DC Fast Charging,0.9,Poor,17931,0.092,1147,63.3,Level 2,Government Incentive,Hybrid,Range Anxiety,Male,18-24,Satisfied,Yes
EV0008108,2024,10,Q4,USA,Suburban,Tesla,Cybertruck,Battery Electric Vehicle (BEV),Sedan,Fleet/Corporate,40679,None,0,40679,745,89.9,Public AC Charging,3.5,Good,27167,0.035,1872,48.9,Level 3,Government Incentive,Petrol/Gasoline ICE,Range Anxiety,Female,25-34,Very Dissatisfied,Yes
EV0008109,2023,6,Q2,China,Rural,Volkswagen,ID.Buzz,Battery Electric Vehicle (BEV),SUV,Individual,38134,Direct Subsidy,11099,27035,450,113.2,Public AC Charging,3.0,Average,37022,0.095,3604,72.2,Level 1,Environmental Concern,Petrol/Gasoline ICE,Resale Value,Male,45-54,Neutral,Maybe
EV0008110,2020,1,Q1,Spain,Urban,Stellantis,Fiat 500e,Battery Electric Vehicle (BEV),SUV,Fleet/Corporate,35216,Tax Credit,4640,30576,536,110.8,Home Charging,11.3,Average,16971,0.049,3118,79.2,Level 2+,Lower Running Cost,Petrol/Gasoline ICE,Resale Value,Female,35-44,Very Satisfied,Yes
EV0008111,2020,7,Q3,India,Urban,BYD,Seal,Hybrid Electric (HEV),Sedan,Individual,26646,Tax Credit,6844,19802,26,7.1,DC Fast Charging,1.2,Average,20251,0.077,166,63.7,Level 2,Lower Running Cost,Another EV,Battery Life,Male,35-44,Very Dissatisfied,No
EV0008112,2021,5,Q2,China,Suburban,Hyundai,IONIQ 5,Plug-in Hybrid (PHEV),Hatchback,Individual,33938,None,0,33938,102,10.6,Public AC Charging,5.7,Good,30333,0.09,751,47.2,Level 1,Environmental Concern,Petrol/Gasoline ICE,Resale Value,Female,25-34,Very Dissatisfied,Yes
EV0008113,2023,7,Q3,France,Urban,Chevrolet,Silverado EV,Hybrid Electric (HEV),Sedan,Individual,32836,None,0,32836,25,8.0,Home Charging,12.0,Average,18216,0.081,271,63.2,Level 3,Lower Running Cost,Petrol/Gasoline ICE,Battery Life,Male,35-44,Satisfied,Yes
EV0008114,2023,2,Q1,USA,Urban,Lucid Motors,Air Pure,Battery Electric Vehicle (BEV),SUV,Individual,105066,Direct Subsidy,11291,93775,464,116.7,Workplace Charging,5.6,Average,10364,0.044,3333,67.2,Level 1,Environmental Concern,Petrol/Gasoline ICE,High Price,Male,25-34,Neutral,Yes
EV0008115,2021,1,Q1,Norway,Urban,BMW,i4,Battery Electric Vehicle (BEV),SUV,Fleet/Corporate,77799,Tax Credit,2347,75452,516,68.7,Public AC Charging,5.8,Average,31793,0.11,2941,52.8,Level 2,Environmental Concern,Diesel ICE,High Price,Female,35-44,Very Satisfied,Yes
EV0008116,2024,9,Q3,Norway,Suburban,BYD,Atto 3,Battery Electric Vehicle (BEV),Sedan,Rideshare/Taxi,23732,Direct Subsidy,6404,17328,404,69.3,Home Charging,8.3,Average,5463,0.071,3254,54.9,Level 2,Lower Running Cost,First Vehicle,Resale Value,Female,35-44,Very Satisfied,Maybe
EV0008117,2023,2,Q1,France,Urban,Nissan,Ariya,Plug-in Hybrid (PHEV),Luxury,Individual,46567,None,0,46567,54,16.2,Home Charging,11.2,Very Poor,27459,0.118,578,57.9,Level 1,Environmental Concern,Petrol/Gasoline ICE,Charging Infrastructure,Male,55-64,Very Satisfied,Yes
EV0008118,2024,11,Q4,Australia,Suburban,Hyundai,IONIQ 6,Plug-in Hybrid (PHEV),SUV,Fleet/Corporate,42678,Direct Subsidy,6230,36448,91,18.4,DC Fast Charging,1.2,Poor,24822,0.119,909,75.3,Level 2+,Government Incentive,Petrol/Gasoline ICE,Resale Value,Male,35-44,Very Satisfied,Maybe
EV0008119,2023,7,Q3,Norway,Rural,Volkswagen,ID.4,Hybrid Electric (HEV),Sedan,Government,37143,Multiple Incentives,18058,19085,44,3.6,Public AC Charging,5.5,Average,18565,0.112,776,78.7,Level 2+,Lower Running Cost,Petrol/Gasoline ICE,Battery Life,Female,45-54,Very Satisfied,Yes
EV0008120,2021,8,Q3,Pakistan,Suburban,Stellantis,Opel Mokka-e,Hybrid Electric (HEV),Sedan,Individual,28488,Multiple Incentives,10665,17823,57,3.5,Public AC Charging,4.1,Average,13229,0.084,211,46.6,Level 2+,Lower Running Cost,Petrol/Gasoline ICE,Charging Infrastructure,Male,35-44,Satisfied,Yes
EV0008121,2021,12,Q4,China,Urban,Rivian,R1S,Battery Electric Vehicle (BEV),Sports Car,Fleet/Corporate,89677,Reduced Registration Fee,2555,87122,600,79.8,Home Charging,10.5,Excellent,23359,0.025,4035,55.4,Level 2,Performance,Diesel ICE,Range Anxiety,Male,55-64,Very Satisfied,Maybe
EV0008122,2024,10,Q4,China,Urban,Tesla,Cybertruck,Battery Electric Vehicle (BEV),Luxury,Fleet/Corporate,63925,Multiple Incentives,14290,49635,714,84.3,Public AC Charging,5.8,Good,34947,0.048,3283,76.8,Level 3,Government Incentive,Diesel ICE,Charging Infrastructure,Male,25-34,Very Satisfied,Yes
EV0008123,2022,2,Q1,Brazil,Urban,Rivian,R1T,Battery Electric Vehicle (BEV),SUV,Individual,74905,Multiple Incentives,18401,56504,559,59.2,Workplace Charging,4.3,Poor,19731,0.058,2751,65.4,Level 1,Corporate Policy,Petrol/Gasoline ICE,Range Anxiety,Female,35-44,Neutral,Yes
EV0008124,2023,6,Q2,Austria,Urban,BYD,Han,Battery Electric Vehicle (BEV),Sedan,Individual,28326,Direct Subsidy,6938,21388,309,55.2,DC Fast Charging,1.2,Good,12081,0.106,3890,62.6,Level 3,Lower Running Cost,Hybrid,Range Anxiety,Male,25-34,Satisfied,Yes
